# airline	from	to	codeshare	stops	equipment
# Date: 2012-10-14
KE	ICN	WEH		0	73H 739
KE	ICN	WEH	*	0	320
KE	ICN	WUH		0	73J
KE	ICN	XIY		0	73J 332
KE	ICN	XMN		0	73H
KE	ICN	XMN	*	0	737 738
KE	ICN	YNJ		0	739
KE	ICN	YNT	*	0	320
KE	ICN	YVR		0	772
KE	ICN	YYZ		0	772
KE	IST	ICN		0	332 333
KE	JFK	ICN		0	77W 388
KE	JNB	NBO	*	0	738
KE	KIJ	ICN		0	739
KE	KIX	CJU		0	739
KE	KIX	GMP		0	739
KE	KIX	GMP	*	0	73H
KE	KIX	GUM		0	739
KE	KIX	ICN		0	333 772 744 332
KE	KIX	PUS		0	739
KE	KMG	ICN		0	333
KE	KMG	ICN	*	0	333
KE	KMQ	ICN		0	73H 73J
KE	KOJ	ICN		0	73H
KE	KPO	GMP		0	73H
KE	KTM	ICN		0	772
KE	KUL	ICN		0	772 744
KE	KUL	ICN	*	0	330
KE	KUV	CJU		0	739
KE	KWJ	CJU		0	739
KE	KWJ	GMP		0	739
KE	LAS	ICN		0	332
KE	LAX	GRU		0	772
KE	LAX	ICN		0	388 744 772
KE	LAX	LIM	*	0	763
KE	LAX	NRT		0	332
KE	LGW	ICN		0	772
KE	LHR	ICN		0	744
KE	LIM	LAX	*	0	763
KE	LIM	SCL	*	0	763
KE	MAD	ICN		0	772
KE	MDG	ICN		0	73H
KE	MEL	ICN		0	333
KE	MFM	ICN		0	321
KE	MNL	ICN		0	773 772
KE	MXP	FCO		0	744
KE	NAN	ICN		0	332
KE	NBO	ICN		0	332
KE	NBO	JNB	*	0	738
KE	NGO	CJU		0	739
KE	NGO	ICN		0	744
KE	NGO	PUS		0	73H
KE	NGS	ICN		0	73H
KE	NOU	ICN	*	0	332
KE	NRT	CJU		0	739
KE	NRT	ICN		0	77W 773 332 772 744
KE	NRT	ICN	*	0	767
KE	NRT	LAX		0	332
KE	NRT	PUS		0	333
KE	NRT	PUS	*	0	73H
KE	OIT	ICN		0	73J
KE	OKJ	ICN		0	739
KE	ORD	ICN		0	77W
KE	PEK	CJU		0	739 73H
KE	PEK	CJU	*	0	737
KE	PEK	GMP		0	744
KE	PEK	GMP	*	0	321
KE	PEK	ICN		0	773 772
KE	PEK	ICN	*	0	321
KE	PEK	PUS		0	739 738
KE	PNH	ICN		0	73J
KE	PRG	ICN		0	744
KE	PUS	BKK		0	333
KE	PUS	CEB		0	739
KE	PUS	CJU		0	739 333 73H
KE	PUS	CTS		0	73H
KE	PUS	FUK		0	73H
KE	PUS	GMP		0	73H 739 738
KE	PUS	HAN	*	0	332 321
KE	PUS	HKG		0	739
KE	PUS	KIX		0	739
KE	PUS	NGO		0	73H
KE	PUS	NRT		0	333
KE	PUS	NRT	*	0	73H
KE	PUS	PEK		0	739 738
KE	PUS	PVG		0	73H 739
KE	PUS	PVG	*	0	320
KE	PUS	REP		0	73H
KE	PUS	SGN	*	0	321
KE	PUS	TAO		0	73H
KE	PVG	ICN		0	333 73J 772 739 73H 332
KE	PVG	ICN	*	0	738 320 321 73G 333
KE	PVG	PUS		0	73H 739
KE	PVG	PUS	*	0	320
KE	REP	ICN		0	73J
KE	REP	PUS		0	73H
KE	RGN	ICN		0	73H
KE	ROR	ICN		0	73H
KE	RSU	CJU		0	73H
KE	RSU	GMP		0	73H
KE	SCL	LIM	*	0	763
KE	SEA	ICN		0	772
KE	SFO	ICN		0	772
KE	SGN	ICN		0	73H 77W 73J
KE	SGN	ICN	*	0	777
KE	SGN	PUS	*	0	321
KE	SHA	GMP		0	744
KE	SHA	GMP	*	0	321
KE	SHE	ICN		0	333 73H
KE	SHE	ICN	*	0	321
KE	SIN	ICN		0	333 772
KE	SVO	ICN		0	772
KE	SVO	ICN	*	0	333
KE	SYD	ICN		0	772
KE	SZX	ICN		0	73J 73H
KE	TAE	CJU		0	739 73H AB6
KE	TAE	ICN		0	73H
KE	TAO	ICN		0	73H 333
KE	TAO	ICN	*	0	320
KE	TAO	PUS		0	73H
KE	TAS	ICN		0	332
KE	TAS	ICN	*	0	763
KE	TLV	ICN		0	772
KE	TNA	ICN		0	73H
KE	TPE	ICN		0	333 73H 739
KE	TPE	ICN	*	0	333 738
KE	TSN	ICN		0	73H 739 73J 333
KE	TXN	ICN		0	73H
KE	ULN	ICN		0	333
KE	ULN	ICN	*	0	767
KE	USN	CJU		0	73H
KE	USN	GMP		0	73H
KE	VIE	ZRH		0	772
KE	VVO	ICN		0	772 73J
KE	WEH	ICN		0	73H 739
KE	WEH	ICN	*	0	320
KE	WJU	CJU		0	739
KE	WUH	ICN		0	73J
KE	XIY	ICN		0	73J 332
KE	XMN	ICN		0	73H
KE	XMN	ICN	*	0	737 738
KE	YNJ	ICN		0	739
KE	YNT	ICN	*	0	320
KE	YVR	ICN		0	772
KE	YYZ	ICN		0	772
KE	ZRH	ICN		0	772
KF	ARN	HEL		0	717 AT7
KF	ARN	HEL	*	0	AT7
KF	ARN	KLR	*	0	S20
KF	ARN	KOK	*	0	S20
KF	ARN	OUL		0	717
KF	ARN	OUL	*	0	AT7
KF	ARN	POR	*	0	S20
KF	ARN	TKU	*	0	S20
KF	ARN	TMP	*	0	S20
KF	ARN	VAA	*	0	S20
KF	CPH	HEL		0	717
KF	CPH	HEL	*	0	CR2
KF	CPH	LPP		0	717
KF	CPH	OUL		0	717
KF	CPH	TMP	*	0	S20
KF	CPH	VAA		0	717
KF	DBV	HEL		0	717
KF	EDI	HEL		0	717
KF	FRA	HEL	*	0	321 320
KF	HEL	ARN		0	717 AT7
KF	HEL	ARN	*	0	AT7
KF	HEL	CPH		0	717
KF	HEL	CPH	*	0	CR2
KF	HEL	DBV		0	717
KF	HEL	EDI		0	717
KF	HEL	FRA	*	0	321 320
KF	HEL	KUO	*	0	AT7
KF	HEL	MUC	*	0	320
KF	HEL	NCE		0	717
KF	HEL	OSL		0	717
KF	HEL	SPU		0	717
KF	HEL	VAA	*	0	AT7
KF	HEL	WAW	*	0	E70 E75
KF	KLR	ARN	*	0	S20
KF	KOK	ARN	*	0	S20
KF	KUO	HEL	*	0	AT7
KF	LPP	CPH		0	717
KF	MUC	HEL	*	0	320
KF	NCE	HEL		0	717
KF	OSL	HEL		0	717
KF	OUL	ARN		0	717
KF	OUL	ARN	*	0	AT7
KF	OUL	CPH		0	717
KF	POR	ARN	*	0	S20
KF	SPU	HEL		0	717
KF	TKU	ARN	*	0	S20
KF	TMP	ARN	*	0	S20
KF	TMP	CPH	*	0	S20
KF	VAA	ARN	*	0	S20
KF	VAA	CPH		0	717
KF	VAA	HEL	*	0	AT7
KF	WAW	HEL	*	0	E70 E75
KK	ADA	ECN		0	320
KK	ADB	ECN		0	320
KK	ADB	IST		0	320
KK	AYT	ECN		0	320
KK	AYT	IST		0	320
KK	AYT	STN		0	320
KK	BJV	IST		0	320
KK	DLM	IST		0	320
KK	EBL	IST		0	320
KK	ECN	ADA		0	320
KK	ECN	ADB		0	320
KK	ECN	AYT		0	320
KK	ECN	IST		0	320
KK	IKA	IST		0	320
KK	IST	ADB		0	320
KK	IST	AYT		0	320
KK	IST	BJV		0	320
KK	IST	DLM		0	320
KK	IST	EBL		0	320
KK	IST	ECN		0	320
KK	IST	IKA		0	320
KK	IST	ISU		0	320
KK	IST	STN		0	320
KK	ISU	IST		0	320
KK	STN	AYT		0	320
KK	STN	IST		0	320
KL	AAL	AMS	*	0	F70
KL	ABV	CDG	*	0	332
KL	ABV	PHC	*	0	332
KL	ABZ	AMS		0	737 F70
KL	ABZ	AMS	*	0	F70
KL	ACC	AMS		0	330
KL	ADD	JIB	*	0	EMJ E90 E70
KL	ADD	KRT		0	330
KL	ADD	NBO	*	0	E70 E90
KL	AEP	GRU	*	0	737
KL	AGA	AMS	*	0	738
KL	ALA	AMS		0	330
KL	AMS	AAL	*	0	F70
KL	AMS	ABZ		0	737 F70
KL	AMS	ABZ	*	0	F70
KL	AMS	ACC		0	330
KL	AMS	ALA		0	330
KL	AMS	ARN		0	737
KL	AMS	ATH		0	737
KL	AMS	ATL		0	M11
KL	AMS	ATL	*	0	330 767
KL	AMS	AUA		0	M11
KL	AMS	AUH		0	330
KL	AMS	BAH		0	330
KL	AMS	BCN		0	737
KL	AMS	BGO		0	737
KL	AMS	BHX		0	737
KL	AMS	BHX	*	0	EMJ F70
KL	AMS	BKK		0	777
KL	AMS	BKK	*	0	747
KL	AMS	BLL		0	EMJ 737
KL	AMS	BLL	*	0	F70 EMJ
KL	AMS	BLQ	*	0	EMJ
KL	AMS	BOD	*	0	F70 EMJ
KL	AMS	BOM	*	0	767
KL	AMS	BOS	*	0	330 767
KL	AMS	BRE	*	0	F70
KL	AMS	BRS	*	0	F70
KL	AMS	BRU	*	0	F70
KL	AMS	BSL	*	0	F70
KL	AMS	BUD		0	737
KL	AMS	CAI		0	777
KL	AMS	CAN	*	0	330
KL	AMS	CDG		0	737
KL	AMS	CDG	*	0	32S
KL	AMS	CGN	*	0	F70
KL	AMS	CPH		0	737 EMJ
KL	AMS	CPH	*	0	EMJ
KL	AMS	CPT		0	777
KL	AMS	CTU		0	74M
KL	AMS	CUR		0	747 M11
KL	AMS	CWL	*	0	F70
KL	AMS	DEL		0	330
KL	AMS	DFW		0	330
KL	AMS	DMM		0	330
KL	AMS	DOH		0	330
KL	AMS	DTW	*	0	330
KL	AMS	DUS	*	0	F70 EMJ
KL	AMS	DXB		0	747
KL	AMS	EDI		0	EMJ 737
KL	AMS	EDI	*	0	EMJ F70
KL	AMS	EWR	*	0	767
KL	AMS	EZE		0	777
KL	AMS	FCO		0	737
KL	AMS	FCO	*	0	32S
KL	AMS	FLR	*	0	32S
KL	AMS	FRA	*	0	F70 EMJ
KL	AMS	GIG		0	777
KL	AMS	GLA		0	EMJ 737 F70
KL	AMS	GLA	*	0	F70 EMJ
KL	AMS	GOT		0	EMJ
KL	AMS	GOT	*	0	EMJ F70
KL	AMS	GRU		0	777
KL	AMS	GVA		0	737 EMJ
KL	AMS	HAJ	*	0	F70 EMJ
KL	AMS	HAM		0	F70 737
KL	AMS	HAV		0	M11
KL	AMS	HEL		0	737
KL	AMS	HGH		0	777
KL	AMS	HKG		0	74M
KL	AMS	HUY	*	0	F70
KL	AMS	IAD		0	330
KL	AMS	IAH		0	74M
KL	AMS	ICN		0	74M
KL	AMS	IKA		0	M11
KL	AMS	IST		0	737
KL	AMS	JFK		0	777 74M
KL	AMS	JFK	*	0	330
KL	AMS	JNB		0	777
KL	AMS	JRO		0	777
KL	AMS	KBP		0	737
KL	AMS	KBP	*	0	73N 737
KL	AMS	KGL		0	330
KL	AMS	KIX		0	777
KL	AMS	KRS	*	0	EMJ F70
KL	AMS	KRT		0	330
KL	AMS	KUL		0	777
KL	AMS	KUL	*	0	777
KL	AMS	KWI		0	330
KL	AMS	LAD		0	330
KL	AMS	LAX		0	74M 747
KL	AMS	LBA	*	0	F70
KL	AMS	LCA	*	0	32S
KL	AMS	LCY	*	0	ARJ
KL	AMS	LED		0	737
KL	AMS	LHR		0	737 F70 EMJ
KL	AMS	LHR	*	0	F70 EMJ
KL	AMS	LIM		0	777
KL	AMS	LIN		0	737
KL	AMS	LIN	*	0	32S
KL	AMS	LIS		0	737
KL	AMS	LOS		0	330
KL	AMS	LPI	*	0	EMJ
KL	AMS	LUN		0	330
KL	AMS	LUX	*	0	F70
KL	AMS	LYS		0	EMJ
KL	AMS	LYS	*	0	EMJ
KL	AMS	MAD		0	737
KL	AMS	MAN		0	737 EMJ
KL	AMS	MEX		0	74M
KL	AMS	MME	*	0	F70
KL	AMS	MRS	*	0	32S
KL	AMS	MSP	*	0	330 767
KL	AMS	MUC		0	EMJ
KL	AMS	MUC	*	0	EMJ F70
KL	AMS	NBO		0	747
KL	AMS	NBO	*	0	767
KL	AMS	NCE	*	0	EMJ F70
KL	AMS	NCL		0	EMJ 737 F70
KL	AMS	NCL	*	0	F70
KL	AMS	NRT		0	747 74M 777
KL	AMS	NTE	*	0	EMJ ERJ
KL	AMS	NUE	*	0	EMJ F70
KL	AMS	NWI	*	0	F70 EMJ
KL	AMS	ORD		0	74M
KL	AMS	OSL		0	737 EMJ
KL	AMS	OTP		0	737
KL	AMS	PBM		0	747
KL	AMS	PDX	*	0	330
KL	AMS	PEK		0	74M
KL	AMS	PEK	*	0	330
KL	AMS	PFO	*	0	32S
KL	AMS	PMI	*	0	737
KL	AMS	PRG	*	0	EMJ 32S F70
KL	AMS	PTY		0	M11
KL	AMS	PUF	*	0	ARJ
KL	AMS	PVG		0	74M 747
KL	AMS	RAK	*	0	737
KL	AMS	RIX	*	0	737
KL	AMS	SEA	*	0	330 767
KL	AMS	SFO		0	747
KL	AMS	SIN		0	777
KL	AMS	STR	*	0	F70 EMJ
KL	AMS	SVG		0	737
KL	AMS	SVG	*	0	EMJ F70
KL	AMS	SVO		0	737
KL	AMS	SVO	*	0	32S
KL	AMS	SXB	*	0	ERJ
KL	AMS	SXM		0	747
KL	AMS	TBS	*	0	737
KL	AMS	TLL	*	0	CRJ
KL	AMS	TLS	*	0	EMJ F70
KL	AMS	TLV		0	737
KL	AMS	TPE		0	777
KL	AMS	TRD	*	0	EMJ
KL	AMS	TRF	*	0	F70
KL	AMS	TRN	*	0	EMJ
KL	AMS	TXL		0	737 EMJ
KL	AMS	UIO		0	777
KL	AMS	VCE		0	EMJ 737
KL	AMS	VIE		0	737 EMJ
KL	AMS	WAW		0	737
KL	AMS	XMN		0	777
KL	AMS	YUL		0	M11
KL	AMS	YVR		0	777
KL	AMS	YYC		0	330
KL	AMS	YYZ		0	330 74M
KL	AMS	ZRH		0	737 EMJ
KL	ARN	AMS		0	737
KL	ATH	AMS		0	737
KL	ATH	JFK	*	0	330
KL	ATL	AMS		0	M11
KL	ATL	AMS	*	0	330 767
KL	ATL	BRU	*	0	767
KL	ATL	DUS	*	0	767
KL	ATL	FRA	*	0	767
KL	ATL	LHR	*	0	767
KL	ATL	MAN	*	0	767
KL	ATL	MUC	*	0	767
KL	ATL	SLC	*	0	767
KL	ATL	STR	*	0	767
KL	AUA	BON		0	M11
KL	AUH	AMS		0	330
KL	AUH	BAH		0	330
KL	BAH	AMS		0	330
KL	BAH	AUH		0	330
KL	BAV	SHE	*	0	320
KL	BCN	AMS		0	737
KL	BEL	GIG	*	0	737
KL	BEL	GRU	*	0	737
KL	BEL	MCP	*	0	737
KL	BEL	SLZ	*	0	737
KL	BGO	AMS		0	737
KL	BHX	AMS		0	737
KL	BHX	AMS	*	0	EMJ F70
KL	BJM	KGL	*	0	EMJ E90
KL	BJM	NBO	*	0	EMJ E70 E90
KL	BKK	AMS		0	777
KL	BKK	AMS	*	0	747
KL	BKK	TPE	*	0	747
KL	BKK	USM	*	0	32S
KL	BLL	AMS		0	737 EMJ
KL	BLL	AMS	*	0	F70 EMJ
KL	BLQ	AMS	*	0	EMJ
KL	BLQ	CTA	*	0	32S
KL	BNE	CAN	*	0	330
KL	BOD	AMS	*	0	F70 EMJ
KL	BOM	AMS	*	0	767
KL	BON	AMS		0	M11
KL	BOS	AMS	*	0	330 767
KL	BOS	LHR	*	0	767
KL	BPS	GRU	*	0	738
KL	BRE	AMS	*	0	F70
KL	BRS	AMS	*	0	F70
KL	BRU	AMS	*	0	F70
KL	BRU	ATL	*	0	767
KL	BRU	JFK	*	0	76W
KL	BSB	GRU	*	0	738
KL	BSB	JPA	*	0	738
KL	BSL	AMS	*	0	F70
KL	BUD	AMS		0	737
KL	BZV	FIH	*	0	737 738
KL	BZV	NBO	*	0	738
KL	CAI	AMS		0	777
KL	CAN	AMS	*	0	330
KL	CAN	BNE	*	0	333
KL	CAN	CGO	*	0	737
KL	CAN	CGQ	*	0	32S
KL	CAN	CKG	*	0	32S
KL	CAN	PEK	*	0	330 333
KL	CAN	PER	*	0	333
KL	CAN	PVG	*	0	32S
KL	CAN	SGN	*	0	738
KL	CAN	SHE	*	0	321
KL	CAN	WEH	*	0	32S
KL	CAN	WUH	*	0	738
KL	CDG	ABV	*	0	330
KL	CDG	AMS		0	737
KL	CDG	AMS	*	0	32S
KL	CDG	DLA	*	0	777
KL	CDG	NIM	*	0	330
KL	CDG	PUJ	*	0	777
KL	CDG	SGN	*	0	777
KL	CGK	KUL		0	777
KL	CGN	AMS	*	0	F70
KL	CGO	BAV	*	0	738
KL	CGO	NNY	*	0	738
KL	CGO	URC	*	0	73G
KL	CGO	XMN	*	0	73G
KL	CGQ	CAN	*	0	320
KL	CGQ	HGH	*	0	32S 737
KL	CGQ	NBS	*	0	319
KL	CGQ	NKG	*	0	32S
KL	CGQ	YNJ	*	0	320
KL	CKG	CAN	*	0	319
KL	CKG	LXA	*	0	319
KL	CKG	PEK	*	0	319
KL	CNF	BPS	*	0	738
KL	CNF	GRU	*	0	737
KL	CPH	AMS		0	737 EMJ
KL	CPH	AMS	*	0	EMJ
KL	CPT	AMS		0	777
KL	CSX	CAN	*	0	E90
KL	CSX	PEK	*	0	320
KL	CSX	SWA	*	0	738
KL	CTU	AMS		0	74M
KL	CTU	BAV	*	0	32S
KL	CTU	CSX	*	0	737
KL	CTU	KMG	*	0	320
KL	CTU	KWE	*	0	738
KL	CTU	KWL	*	0	737
KL	CTU	URC	*	0	738
KL	CTU	XIY	*	0	32S
KL	CTU	YNT	*	0	32S
KL	CUN	MEX	*	0	737
KL	CUR	AMS		0	747
KL	CUR	BON		0	M11
KL	CWB	GRU	*	0	73G
KL	CWL	AMS	*	0	F70
KL	CXJ	CWB	*	0	737
KL	DAR	AMS		0	777
KL	DCA	JFK	*	0	32S
KL	DEL	AMS		0	330
KL	DFW	AMS		0	330
KL	DLA	CDG	*	0	772
KL	DLA	SSG	*	0	772
KL	DLC	HGH	*	0	32S
KL	DLC	NKG	*	0	32S
KL	DLC	XIY	*	0	32S
KL	DMM	AMS		0	330
KL	DMM	KWI		0	330
KL	DOH	AMS		0	330
KL	DOH	MCT		0	330
KL	DPS	SIN		0	777
KL	DQA	TAO	*	0	32S
KL	DTW	AMS	*	0	330
KL	DTW	FRA	*	0	767
KL	DTW	LHR	*	0	767
KL	DUS	AMS	*	0	F70 EMJ
KL	DUS	ATL	*	0	767
KL	DXB	AMS		0	747
KL	DXB	NBO	*	0	767
KL	EBB	AMS		0	330
KL	EDI	AMS		0	737 EMJ
KL	EDI	AMS	*	0	EMJ F70
KL	EIN	LCY	*	0	F50
KL	EWR	AMS	*	0	767
KL	EZE	AMS		0	777
KL	FBM	NLA	*	0	737 73W
KL	FCO	AMS		0	737
KL	FCO	AMS	*	0	32S
KL	FIH	BZV	*	0	737 738
KL	FIH	NBO	*	0	738
KL	FLN	POA	*	0	738
KL	FLR	AMS	*	0	32S
KL	FOR	GRU	*	0	738
KL	FOR	THE	*	0	738
KL	FRA	AMS	*	0	EMJ F70
KL	FRA	ATL	*	0	767
KL	FRA	DTW	*	0	767
KL	FRA	JFK	*	0	76W
KL	GBE	HRE	*	0	EMJ E90
KL	GBE	NBO	*	0	E90
KL	GIG	AMS		0	777
KL	GIG	BEL	*	0	737
KL	GIG	GRU	*	0	737 738
KL	GLA	AMS		0	EMJ 737 F70
KL	GLA	AMS	*	0	EMJ F70
KL	GOT	AMS		0	EMJ
KL	GOT	AMS	*	0	EMJ F70
KL	GRU	AEP	*	0	738
KL	GRU	AMS		0	777
KL	GRU	BEL	*	0	73G
KL	GRU	BSB	*	0	737
KL	GRU	CNF	*	0	737 738
KL	GRU	FLN	*	0	737
KL	GRU	FOR	*	0	737
KL	GRU	GIG	*	0	737 73G
KL	GRU	LDB	*	0	73G
KL	GRU	NVT	*	0	737
KL	GRU	REC	*	0	737
KL	GRU	SSA	*	0	737
KL	GVA	AMS		0	737 EMJ
KL	GYE	AMS		0	777
KL	HAJ	AMS	*	0	F70 EMJ
KL	HAK	HGH	*	0	737
KL	HAK	XMN	*	0	737
KL	HAM	AMS		0	737 F70
KL	HAV	AMS		0	M11
KL	HEL	AMS		0	737
KL	HFE	XMN	*	0	737
KL	HGH	AMS		0	777
KL	HGH	CGQ	*	0	320 737
KL	HGH	HAK	*	0	733
KL	HGH	HRB	*	0	733
KL	HGH	KWL	*	0	738
KL	HGH	LHW	*	0	757
KL	HGH	SHE	*	0	320
KL	HGH	SJW	*	0	737
KL	HGH	SYX	*	0	320
KL	HGH	SZX	*	0	321
KL	HGH	TAO	*	0	738
KL	HGH	XMN	*	0	737
KL	HJJ	CSX	*	0	EMJ 32S
KL	HKG	AMS		0	74M
KL	HNL	LAX	*	0	757
KL	HRB	HGH	*	0	737
KL	HRB	OHE	*	0	319
KL	HRB	WEH	*	0	32S
KL	HRB	XIY	*	0	32S
KL	HRB	XMN	*	0	32S
KL	HRE	GBE	*	0	EMJ E90
KL	HRE	LUN	*	0	767 763
KL	HRE	NBO	*	0	E90
KL	HUY	AMS	*	0	F70
KL	IAD	AMS		0	330
KL	IAH	AMS		0	74M
KL	IBZ	AMS	*	0	738
KL	ICN	AMS		0	74M
KL	IKA	AMS		0	M11
KL	INC	CTU	*	0	32S
KL	IST	AMS		0	737
KL	JFK	AMS		0	777 74M
KL	JFK	AMS	*	0	330
KL	JFK	ATH	*	0	330
KL	JFK	BRU	*	0	76W
KL	JFK	FRA	*	0	76W
KL	JFK	LHR	*	0	767
KL	JFK	PRG	*	0	767
KL	JFK	SAT	*	0	319
KL	JIB	ADD	*	0	EMJ E70
KL	JIB	NBO	*	0	E70
KL	JMU	PVG	*	0	32S
KL	JNB	AMS		0	777
KL	JNU	KTN	*	0	737
KL	JPA	BSB	*	0	737
KL	JPA	GIG	*	0	737
KL	JRO	DAR		0	777
KL	KBP	AMS		0	737
KL	KBP	AMS	*	0	73N 737
KL	KCH	KUL	*	0	734
KL	KCH	MYY	*	0	734
KL	KGL	BJM	*	0	EMJ E70 E90
KL	KGL	EBB		0	330
KL	KGL	NBO	*	0	E90
KL	KIX	AMS		0	777
KL	KRL	URC	*	0	EMJ
KL	KRS	AMS	*	0	EMJ F70
KL	KRT	ADD		0	330
KL	KRT	AMS		0	330
KL	KTN	JNU	*	0	734
KL	KTN	SEA	*	0	734
KL	KTN	SIT		0	737
KL	KUL	AMS		0	777
KL	KUL	AMS	*	0	777
KL	KUL	CGK		0	777
KL	KUL	KCH	*	0	737
KL	KWE	CTU	*	0	737
KL	KWI	AMS		0	330
KL	KWI	DMM		0	330
KL	KWL	CTU	*	0	738
KL	KWL	HGH	*	0	737
KL	KWL	NNG	*	0	738
KL	LAD	AMS		0	330
KL	LAX	AMS		0	74M 747
KL	LAX	KOA	*	0	757
KL	LAX	MSP	*	0	757 753
KL	LAX	OGG	*	0	757
KL	LBA	AMS	*	0	F70
KL	LCA	AMS	*	0	32S
KL	LCA	PFO	*	0	32S
KL	LCY	AMS	*	0	ARJ
KL	LCY	EIN	*	0	F50
KL	LCY	RTM	*	0	F50
KL	LDB	GRU	*	0	737
KL	LED	AMS		0	737
KL	LHE	BAH	*	0	330
KL	LHR	AMS		0	737 F70 EMJ
KL	LHR	AMS	*	0	F70 EMJ
KL	LHR	ATL	*	0	767
KL	LHR	BOS	*	0	767
KL	LHR	DTW	*	0	767
KL	LHR	JFK	*	0	767
KL	LHR	MSP	*	0	767
KL	LHW	URC	*	0	752
KL	LIM	AMS		0	777
KL	LIN	AMS		0	737
KL	LIN	AMS	*	0	32S
KL	LIS	AMS		0	737
KL	LLF	CSX	*	0	32S
KL	LLW	LUN	*	0	767 EMJ 763 E90
KL	LLW	NBO	*	0	763 E70
KL	LOS	AMS		0	330
KL	LPI	AMS	*	0	EMJ
KL	LUN	AMS		0	330
KL	LUN	HRE	*	0	EMJ E90
KL	LUN	LLW	*	0	767 EMJ 763 E70
KL	LUN	NBO	*	0	763 E90
KL	LUX	AMS	*	0	F70
KL	LXA	CKG	*	0	32S
KL	LYS	AMS		0	EMJ
KL	LYS	AMS	*	0	EMJ
KL	MAD	AMS		0	737
KL	MAN	AMS		0	737 EMJ
KL	MAN	ATL	*	0	767
KL	MCP	BEL	*	0	737
KL	MCT	DOH		0	330
KL	MEX	AMS		0	74M
KL	MEX	MTY	*	0	737
KL	MME	AMS	*	0	F70
KL	MNL	TPE		0	777
KL	MNL	XMN	*	0	32S
KL	MRS	AMS	*	0	32S
KL	MSP	AMS	*	0	330 767
KL	MSP	LAX	*	0	757
KL	MSP	LHR	*	0	767
KL	MSP	SEA	*	0	757
KL	MUC	AMS		0	EMJ
KL	MUC	AMS	*	0	EMJ F70
KL	MUC	ATL	*	0	767
KL	MYY	KCH	*	0	737
KL	NBO	ADD	*	0	EMJ
KL	NBO	AMS		0	747
KL	NBO	AMS	*	0	767
KL	NBO	BJM	*	0	EMJ
KL	NBO	BZV	*	0	737
KL	NBO	DXB	*	0	767
KL	NBO	FBM	*	0	737
KL	NBO	FIH	*	0	737
KL	NBO	GBE	*	0	EMJ
KL	NBO	HRE	*	0	767 EMJ
KL	NBO	JIB	*	0	EMJ
KL	NBO	KGL	*	0	EMJ
KL	NBO	LLW	*	0	767 EMJ
KL	NBO	LUN	*	0	EMJ 767
KL	NCE	AMS	*	0	EMJ F70
KL	NCL	AMS		0	EMJ 737 F70
KL	NCL	AMS	*	0	F70
KL	NGO	PVG	*	0	32S
KL	NIM	CDG	*	0	332
KL	NIM	OUA	*	0	332
KL	NKG	CGQ	*	0	321
KL	NKG	DLC	*	0	319
KL	NKG	HRB	*	0	737
KL	NKG	XMN	*	0	321 319
KL	NLA	NBO	*	0	73W
KL	NNG	KWL	*	0	737
KL	NRT	AMS		0	74M 747 777
KL	NTE	AMS	*	0	EMJ ERJ
KL	NUE	AMS	*	0	F70 EMJ
KL	NVT	GRU	*	0	737
KL	NWI	AMS	*	0	F70 EMJ
KL	OGG	LAX	*	0	757
KL	ORD	AMS		0	74M
KL	OSL	AMS		0	737 EMJ
KL	OTP	AMS		0	737
KL	OUA	NIM	*	0	330
KL	PBM	AMS		0	747
KL	PDX	AMS	*	0	330
KL	PEK	AMS		0	74M
KL	PEK	AMS	*	0	330
KL	PEK	CAN	*	0	330
KL	PEK	CGO	*	0	737
KL	PEK	CKG	*	0	32S
KL	PEK	HRB	*	0	32S
KL	PEK	XMN	*	0	32S
KL	PER	CAN	*	0	330
KL	PFO	AMS	*	0	32S
KL	PFO	LCA	*	0	32S
KL	PHC	ABV	*	0	330
KL	PMI	IBZ	*	0	737 738
KL	PNH	SGN	*	0	777
KL	PRG	AMS	*	0	32S EMJ F70
KL	PRG	JFK	*	0	767
KL	PSP	SFO	*	0	737
KL	PTY	AMS		0	M11
KL	PTY	SJO	*	0	737
KL	PUF	AMS	*	0	ARJ
KL	PUJ	SDQ	*	0	777 77W
KL	PVG	AMS		0	74M 747
KL	PVG	CAN	*	0	320 321
KL	PVG	CGQ	*	0	32S
KL	PVG	JMU	*	0	320
KL	PVG	MDG	*	0	320
KL	PVG	NDG	*	0	320
KL	PVG	TAO	*	0	32S
KL	PVG	URC	*	0	737
KL	RAK	AGA	*	0	737 738
KL	REC	PNZ	*	0	73G
KL	RIX	AMS	*	0	737
KL	RTM	LCY	*	0	F50
KL	SDQ	CDG	*	0	77W
KL	SEA	AMS	*	0	330 767
KL	SEA	HNL	*	0	753
KL	SEA	KTN		0	737
KL	SEA	KTN	*	0	737
KL	SEA	SFO	*	0	737
KL	SFO	AMS		0	747
KL	SFO	PSP	*	0	734
KL	SFO	SEA	*	0	734
KL	SGN	CAN	*	0	737
KL	SGN	CDG	*	0	77W
KL	SGN	PNH	*	0	77W
KL	SHE	HGH	*	0	32S
KL	SHE	XIY	*	0	32S
KL	SIN	AMS		0	777
KL	SIN	CAN	*	0	32S
KL	SIN	DPS		0	777
KL	SIN	USM	*	0	32S
KL	SIT	JNU		0	737
KL	SIT	KTN	*	0	737
KL	SJO	GUA	*	0	73G
